站名,座標,緯度,經度
五塊厝,24.87287+121.26279,24.87287,121.26279
三石里,25.07615+121.25319,25.07615,121.25319
楊梅高中,24.92155+121.14631,24.92155,121.14631
華勛街141巷,24.95035+121.26013,24.95035,121.26013
五號坡,24.99881+121.19413,24.99881,121.19413
高新街口,24.92492+121.14529,24.92492,121.14529
水圳頭,24.98387+121.20736,24.98387,121.20736
上公西,25.06395+121.36101,25.06395,121.36101
捷運新莊站(地政事務所),25.03698+121.45197,25.03698,121.45197
梅高路二段49巷,24.9374+121.14459,24.9374,121.14459
松鏡社區,24.94097+121.14664,24.94097,121.14664
顯伯公,24.94647+121.14508,24.94647,121.14508
拔仔林,25.07795+121.25707,25.07795,121.25707
和平路645巷,24.94738+121.13573,24.94738,121.13573
大眾駕訓班,24.94305+121.13195,24.94305,121.13195
上田里10鄰,24.93913+121.12812,24.93913,121.12812
上田國小,24.93737+121.126,24.93737,121.126
電研裕榮路,24.95645+121.16721,24.95645,121.16721
普仁(中原夜市),24.95396+121.23777,24.95396,121.23777
桃園監理站,24.97877+121.30405,24.97877,121.30405
育青駕訓班,24.97433+121.30546,24.97433,121.30546
建國國中,24.97767+121.30744,24.97767,121.30744
迴龍郵局,25.01672+121.40044,25.01672,121.40044
大慶蓮莊,25.01663+121.40071,25.01663,121.40071
半嶺一,25.002+121.35167,25.002,121.35167
地磅,24.99817+121.34444,24.99817,121.34444
武陵高中,24.98843+121.28526,24.98843,121.28526
趙厝,25.04648+121.26593,25.04648,121.26593
磚窯,24.93326+121.09377,24.93326,121.09377
聯華公司,24.93439+121.09135,24.93439,121.09135
福德,24.93508+121.08665,24.93508,121.08665
劉厝,25.03761+121.19434,25.03761,121.19434
富岡口,24.93504+121.0848,24.93504,121.0848
富岡,24.9347+121.08331,24.9347,121.08331
大井頭,24.93615+121.08257,24.93615,121.08257
新明,24.93551+121.08044,24.93551,121.08044
梅花新城,24.93169+121.07537,24.93169,121.07537
水塔,24.93049+121.07287,24.93049,121.07287
下埤,24.9306+121.0682,24.9306,121.0682
石埤,24.92939+121.06388,24.92939,121.06388
徐厝,24.92705+121.06154,24.92705,121.06154
高正鋼鐵,25.05009+121.38167,25.05009,121.38167
縣界,24.92516+121.06024,24.92516,121.06024
北門新村,25.00123+121.30995,25.00123,121.30995
前光華,24.66317+121.39864,24.66317,121.39864
桃園酒廠,25.05534+121.37605,25.05534,121.37605
蘆竹,25.04945+121.26616,25.04945,121.26616
蘆竹國小,25.05034+121.26679,25.05034,121.26679
理嘉公司,25.05292+121.26836,25.05292,121.26836
永豐餘,25.05439+121.26858,25.05439,121.26858
頂水尾,25.05575+121.26879,25.05575,121.26879
華夏公司,25.05787+121.26805,25.05787,121.26805
水尾(富國路三段),25.0616+121.26701,25.0616,121.26701
文化路717巷口,24.85145+121.24926,24.85145,121.24926
龍潭大池(神龍路),24.86228+121.21224,24.86228,121.21224
中正北龍路口(龍潭站),24.86772+121.21568,24.86772,121.21568
民權路口,24.95833+121.2176,24.95833,121.2176
北門口,24.99918+121.31088,24.99918,121.31088
五權國小,25.02334+121.23081,25.02334,121.23081
會稽國小後門,25.02125+121.31014,25.02125,121.31014
楊梅三民公園,24.90652+121.17409,24.90652,121.17409
竹圍福元宮,25.10717+121.24261,25.10717,121.24261
新莊國民運動中心,25.03964+121.45019,25.03964,121.45019
桃園公車站,24.99026+121.31202,24.99026,121.31202
聖保祿醫院,24.98156+121.31257,24.98156,121.31257
福德宮,24.96058+121.25287,24.96058,121.25287
萬壽茶專路口,25.00128+121.35447,25.00128,121.35447
龍安國小,24.99235+121.27158,24.99235,121.27158
高鐵桃園站,25.01391+121.21404,25.01391,121.21404
山鼻,25.0785+121.28563,25.0785,121.28563
下溪口台,24.80565+121.34529,24.80565,121.34529
李厝,25.02843+121.21281,25.02843,121.21281
六福油管路口,25.05833+121.29273,25.05833,121.29273
六福路口,25.05772+121.29084,25.05772,121.29084
新富站,24.93056+121.06675,24.93056,121.06675
楊梅工業區,24.9096+121.17259,24.9096,121.17259
怡聯貨櫃場,24.91646+121.17574,24.91646,121.17574
上湖二路埤塘,24.9014+121.09006,24.9014,121.09006
篤行五村,24.96474+121.26237,24.96474,121.26237
中正國小,24.96278+121.2618,24.96278,121.2618
保和中藥,25.06432+121.19712,25.06432,121.19712
榮民永褔路口,24.96026+121.26099,24.96026,121.26099
紅透天社區,24.96221+121.26019,24.96221,121.26019
榮民路165巷口,24.96655+121.26089,24.96655,121.26089
高鐵南中正路口站,24.98522+121.18704,24.98522,121.18704
阿姆坪碼頭,24.81586+121.30454,24.81586,121.30454
桃園北區客家會館,24.9339+121.26094,24.9339,121.26094
尖山路300號,24.94425+121.34061,24.94425,121.34061
尖山路300-3號,24.94409+121.34039,24.94409,121.34039
經國轉運站(水汴一路口),25.03223+121.30036,25.03223,121.30036
舒潔公司,25.07537+121.18755,25.07537,121.18755
華通公司,25.07663+121.18574,25.07663,121.18574
大同宿舍,25.08021+121.18563,25.08021,121.18563
許厝,25.0822+121.18552,25.0822,121.18552
鄭厝,25.08363+121.1869,25.08363,121.1869
內海社區,25.08453+121.18884,25.08453,121.18884
內海廟口,25.08506+121.18981,25.08506,121.18981
崙腳,25.07982+121.18256,25.07982,121.18256
汽電公司,25.07795+121.17542,25.07795,121.17542
潮音橋頭,25.07861+121.17336,25.07861,121.17336
潮音廟口,25.07664+121.1695,25.07664,121.1695
公西站(華亞園區),25.05299+121.37433,25.05299,121.37433
下厝,25.07702+121.18045,25.07702,121.18045
頂圳股,25.07299+121.20564,25.07299,121.20564
光裕,25.07725+121.35578,25.07725,121.35578
上海路口,24.91131+121.20609,24.91131,121.20609
游泳路口,24.92811+121.2371,24.92811,121.2371
長祥宮,24.9604+121.11719,24.9604,121.11719
祥安國小,24.89448+121.20393,24.89448,121.20393
戴厝,25.07702+121.20368,25.07702,121.20368
下巴陵,24.67988+121.384,24.67988,121.384
坡腳,25.07882+121.20276,25.07882,121.20276
角板山公園,24.81863+121.35068,24.81863,121.35068
水源地,24.82449+121.35429,24.82449,121.35429
小烏來,24.79098+121.37823,24.79098,121.37823
文化二路,25.05348+121.37018,25.05348,121.37018
大崗國中,25.05246+121.37124,25.05246,121.37124
青山路,25.02756+121.41018,25.02756,121.41018
三重客運迴龍站,25.01578+121.39453,25.01578,121.39453
公園路口,25.05636+121.36777,25.05636,121.36777
福山廣大路口,25.02962+121.15107,25.02962,121.15107
福德寺,25.08421+121.1983,25.08421,121.1983
廣福社區活動中心,25.01872+121.15417,25.01872,121.15417
頂古亭,25.08657+121.19717,25.08657,121.19717
上北湖,25.00707+121.04522,25.00707,121.04522
秀才步道,24.88901+121.13407,24.88901,121.13407
海湖路口,25.08838+121.19836,25.08838,121.19836
圳頭厝,25.08906+121.19964,25.08906,121.19964
呂厝,25.07372+121.20881,25.07372,121.20881
下古亭,25.09281+121.20406,25.09281,121.20406
樂學二三路口,25.05104+121.38319,25.05104,121.38319
樂善國小,25.05198+121.38425,25.05198,121.38425
文達樂學路口,25.05116+121.38627,25.05116,121.38627
忠義路宏洲街口,25.00997+121.34556,25.00997,121.34556
土地公,24.94781+121.26024,24.94781,121.26024
文化街,24.9504+121.20337,24.9504,121.20337
延平路三段(宋屋國小),24.94089+121.20506,24.94089,121.20506
宋屋國小,24.9417+121.2056,24.9417,121.2056
新街國小,24.96397+121.22919,24.96397,121.22919
中壢戶政事務所,24.96284+121.23158,24.96284,121.23158
溪洲公園,24.81636+121.25278,24.81636,121.25278
中原,24.96612+121.2419,24.96612,121.2419
自立新村,24.96917+121.25024,24.96917,121.25024
捷運長庚醫院站,25.06007+121.37099,25.06007,121.37099
上內壢,24.97178+121.25561,24.97178,121.25561
管理中心,25.05735+121.37359,25.05735,121.37359
永強街口,24.97125+121.26065,24.97125,121.26065
中興路1436巷,24.95002+121.08582,24.95002,121.08582
樂善公園,25.05476+121.38272,25.05476,121.38272
自強國中,24.96859+121.26068,24.96859,121.26068
陸光新村,24.96602+121.25939,24.96602,121.25939
環中榮安一街口,24.96346+121.25687,24.96346,121.25687
環中愛樂,24.9625+121.25565,24.9625,121.25565
六和汽車,24.95854+121.25014,24.95854,121.25014
慈濟志業園區,24.95516+121.24561,24.95516,121.24561
實踐路口,24.95331+121.24271,24.95331,121.24271
莒光公園,24.94889+121.23622,24.94889,121.23622
昆明街口,24.94718+121.23368,24.94718,121.23368
龍岡路口,24.94485+121.22992,24.94485,121.22992
林森路口,24.9433+121.22763,24.9433,121.22763
福安宮,25.0302+121.40042,25.0302,121.40042
自忠二街口,24.942+121.22565,24.942,121.22565
平鎮高中,24.94024+121.21913,24.94024,121.21913
平鎮地政事務所,24.94043+121.21498,24.94043,121.21498
聯新國際醫院,24.9467+121.20516,24.9467,121.20516
博愛路口,24.99408+121.30806,24.99408,121.30806
民族路口,24.99092+121.30956,24.99092,121.30956
沙崙廟,25.09337+121.22364,25.09337,121.22364
沙崙,25.0939+121.22192,25.0939,121.22192
出水坑,25.11667+121.28673,25.11667,121.28673
廣興路口,24.96069+121.28152,24.96069,121.28152
河川教育中心,24.95497+121.21918,24.95497,121.21918
下寮,25.11787+121.29182,25.11787,121.29182
山葉社區,24.92339+121.05903,24.92339,121.05903
仁美里,24.9448+121.25953,24.9448,121.25953
六泰新村,24.94547+121.24747,24.94547,121.24747
新屋區公所,24.97269+121.10555,24.97269,121.10555
新屋區農會,24.97217+121.10739,24.97217,121.10739
新屋分院,24.96923+121.10725,24.96923,121.10725
新屋國中,24.97044+121.10147,24.97044,121.10147
聖心幼兒園,24.97248+121.10331,24.97248,121.10331
中山路,24.97047+121.11298,24.97047,121.11298
莊敬村,24.90165+121.21133,24.90165,121.21133
第一銀行,24.95525+121.22195,24.95525,121.22195
天水行,24.97347+121.09969,24.97347,121.09969
三民路,24.97189+121.09925,24.97189,121.09925
豫章加油站,24.96989+121.10015,24.96989,121.10015
金百利公司,24.96877+121.1001,24.96877,121.1001
東明里一鄰,24.96636+121.09852,24.96636,121.09852
新屋工業區,24.96184+121.09432,24.96184,121.09432
泰安碾米廠,24.95651+121.08902,24.95651,121.08902
社子農會,24.95482+121.08665,24.95482,121.08665
社子里十鄰,24.95135+121.08559,24.95135,121.08559
民有路口,24.94834+121.08679,24.94834,121.08679
富岡活動中心,24.94253+121.08774,24.94253,121.08774
伯公岡公園,24.93814+121.08456,24.93814,121.08456
富岡火車站,24.93497+121.08309,24.93497,121.08309
銀店,24.96393+121.09629,24.96393,121.09629
幼獅路三段416巷,24.9302+121.15025,24.9302,121.15025
幼獅路三段85巷,24.93358+121.15867,24.93358,121.15867
南高山,24.93587+121.1624,24.93587,121.1624
五權,25.02562+121.23046,25.02562,121.23046
中壢客運中壢總站,24.95346+121.22429,24.95346,121.22429
高榮國小,24.93675+121.16476,24.93675,121.16476
高榮路242巷,24.94557+121.16173,24.94557,121.16173
萬通加油站,24.94725+121.1652,24.94725,121.1652
一真宮,24.9508+121.16605,24.9508,121.16605
環中東路口,24.95082+121.24095,24.95082,121.24095
行政執行處,25.01922+121.29694,25.01922,121.29694
寶慶路口,25.00975+121.2956,25.00975,121.2956
大興敦煌,25.00755+121.2954,25.00755,121.2954
大千社區,24.94519+121.28831,24.94519,121.28831
大庄,24.94064+121.28793,24.94064,121.28793
大溪站,24.8797+121.2904,24.8797,121.2904
大雅新城,24.9382+121.28822,24.9382,121.28822
崙子,24.9349+121.28753,24.9349,121.28753
崙子路口,24.93308+121.28632,24.93308,121.28632
八德教養院,24.93182+121.28508,24.93182,121.28508
興豐路口,24.9322+121.29859,24.9322,121.29859
榮民安養中心,24.93666+121.30578,24.93666,121.30578
榮民之家,24.93819+121.30828,24.93819,121.30828
城仔頂,24.9435+121.31405,24.9435,121.31405
北水局,24.83672+121.24069,24.83672,121.24069
羊稠仔,24.94702+121.3176,24.94702,121.3176
瑞聯社區,24.9498+121.31841,24.9498,121.31841
惠爾得公司,24.95784+121.30755,24.95784,121.30755
冠城別墅,24.97115+121.30692,24.97115,121.30692
統領百貨,24.99134+121.31224,24.99134,121.31224
中央大學正門,24.96827+121.20039,24.96827,121.20039
關爺南路158巷,24.92616+121.21903,24.92616,121.21903
中壢公車站,24.95425+121.22378,24.95425,121.22378
草仔坡,25.03359+121.19544,25.03359,121.19544
陽光學園,24.90668+121.17044,24.90668,121.17044
大湖紀念公園,25.05678+121.35727,25.05678,121.35727
六和機械,24.9827+121.2226,24.9827,121.2226
桃園國際棒球場,24.9976+121.19969,24.9976,121.19969
高鐵南永興路口,25.00733+121.2091,25.00733,121.2091
鴻昌社區,24.94997+121.2979,24.94997,121.2979
梅花社區,24.94426+121.2974,24.94426,121.2974
欣桃社區,24.94127+121.29749,24.94127,121.29749
埔頂坡,25.0296+121.19576,25.0296,121.19576
瑞豐國小(桃園防災教育館),24.93653+121.29738,24.93653,121.29738
更寮腳(介壽路),24.93072+121.29724,24.93072,121.29724
忠誠新村,24.92667+121.29659,24.92667,121.29659
介壽豐德路口,24.9253+121.29455,24.9253,121.29455
陸光四村,24.96214+121.30003,24.96214,121.30003
大義里,24.96369+121.30327,24.96369,121.30327
公坡,24.97032+121.22388,24.97032,121.22388
水尾,24.99215+121.22174,24.99215,121.22174
柴梳崙,25.02643+121.19505,25.02643,121.19505
高山腳,24.95755+121.19373,24.95755,121.19373
大成龍門社區,24.96334+121.30584,24.96334,121.30584
瑞祥社區,24.95228+121.29845,24.95228,121.29845
聖德基督學院,24.98495+121.22233,24.98495,121.22233
橡樹公司,24.96234+121.15938,24.96234,121.15938
雙塘屋,24.96245+121.15803,24.96245,121.15803
興南,24.97694+121.22281,24.97694,121.22281
草厝,25.02335+121.19389,25.02335,121.19389
興南國中,24.97409+121.2233,24.97409,121.2233
興國里,24.96884+121.22374,24.96884,121.22374
中壢國中(延平路),24.95151+121.21946,24.95151,121.21946
中厝,25.03139+121.24149,25.03139,121.24149
大千里,24.9607+121.30665,24.9607,121.30665
徐屋,24.94816+121.09222,24.94816,121.09222
花園新城,24.95997+121.18712,24.95997,121.18712
營房前,24.95971+121.18492,24.95971,121.18492
盛貿工廠,24.95903+121.1823,24.95903,121.1823
幸福社區,24.95805+121.16689,24.95805,121.16689
草席厝,25.01836+121.19385,25.01836,121.19385
寶祥,24.96188+121.16118,24.96188,121.16118
富泰公司,24.96356+121.15401,24.96356,121.15401
上富源,24.9647+121.15213,24.9647,121.15213
二坪,24.82582+121.24515,24.82582,121.24515
幸福十五街,24.98589+121.33662,24.98589,121.33662
幸福二十三街,24.98556+121.3379,24.98556,121.3379
幸福二十九街,24.98816+121.33805,24.98816,121.33805
幸福七街,24.98607+121.33527,24.98607,121.33527
大稻埕,25.01622+121.19426,25.01622,121.19426
幸福一街,24.98655+121.33385,24.98655,121.33385
幸福活動中心,24.98784+121.33425,24.98784,121.33425
福安三街口,24.96726+121.23085,24.96726,121.23085
中福市場,24.96808+121.23358,24.96808,121.23358
幸葉公司,24.97158+121.23878,24.97158,121.23878
憶華公司,24.97249+121.24226,24.97249,121.24226
公園都市,25.01553+121.31695,25.01553,121.31695
中正商業大樓,25.00135+121.30678,25.00135,121.30678
北埔路口,25.00313+121.30563,25.00313,121.30563
永昌新城,25.01965+121.30073,25.01965,121.30073
紅土墩,25.01279+121.19553,25.01279,121.19553
臺北商業大學(桃園校區),24.90259+121.23061,24.90259,121.23061
茶業改良場,24.91251+121.18766,24.91251,121.18766
南平路二段516巷,24.92196+121.1925,24.92196,121.1925
長庚里第六站,25.06004+121.3841,25.06004,121.3841
復興中正路口(桃園火車站),24.99069+121.31378,24.99069,121.31378
天堂鳥社區,24.82122+121.2395,24.82122,121.2395
佳安,24.85922+121.25069,24.85922,121.25069
頂月眉,25.00681+121.19511,25.00681,121.19511
龍吟街口,24.85052+121.22784,24.85052,121.22784
高鐵橋下,24.92508+121.09659,24.92508,121.09659
墨爾本社區,24.92521+121.2915,24.92521,121.2915
廣興仁德路口,24.93567+121.2847,24.93567,121.2847
同安親子公園,25.01711+121.30254,25.01711,121.30254
泰祥宮,24.93773+121.10913,24.93773,121.10913
新富二街口,24.93521+121.09467,24.93521,121.09467
民生街375巷,24.94375+121.08778,24.94375,121.08778
立訊光電,24.93312+121.08717,24.93312,121.08717
富民街,24.9189+121.06912,24.9189,121.06912
慈文路口,25.01114+121.30872,25.01114,121.30872
經國大興路口,25.01431+121.3067,25.01431,121.3067
長榮加油站,25.03235+121.30054,25.03235,121.30054
亞建公司,25.03528+121.30012,25.03528,121.30012
下南崁,25.0532+121.28517,25.0532,121.28517
頂寮,25.12008+121.29545,25.12008,121.29545
莊敬路口,25.02211+121.29583,25.02211,121.29583
水碓,25.11406+121.30271,25.11406,121.30271
佳林,25.11143+121.30608,25.11143,121.30608
下福,25.11151+121.30939,25.11151,121.30939
圓光佛學院,25.00397+121.19462,25.00397,121.19462
慈湖,24.8405+121.29131,24.8405,121.29131
海湖橋,25.11145+121.2544,25.11145,121.2544
下海湖,25.11372+121.25249,25.11372,121.25249
關帝廟,24.99419+121.31296,24.99419,121.31296
大園農會,25.06265+121.20098,25.06265,121.20098
橫峰,25.06074+121.20593,25.06074,121.20593
橫山橋,25.05993+121.20884,25.05993,121.20884
海豐,25.05653+121.21694,25.05653,121.21694
快樂新村,25.05525+121.22115,25.05525,121.22115
第一市場,24.95551+121.22021,24.95551,121.22021
圓光寺,25.00173+121.19405,25.00173,121.19405
尊爵飯店,25.02408+121.29677,25.02408,121.29677
慈文國中,25.00919+121.30186,25.00919,121.30186
崎腳,25.02119+121.23872,25.02119,121.23872
大新路,25.02172+121.24131,25.02172,121.24131
新庄村,25.02444+121.24705,25.02444,121.24705
開南大學,25.01081+121.2704,25.01081,121.2704
新生路,24.95919+121.22269,24.95919,121.22269
中美路口,24.96017+121.22297,24.96017,121.22297
新湖國小,24.90413+121.04807,24.90413,121.04807
貴州新村,24.90456+121.0528,24.90456,121.0528
圳頭,24.90518+121.05573,24.90518,121.05573
四湖橋,24.90619+121.05817,24.90619,121.05817
下四湖,24.90959+121.06498,24.90959,121.06498
四湖,24.91154+121.06985,24.91154,121.06985
土牛坡,24.91181+121.07246,24.91181,121.07246
大路下,24.99321+121.19379,24.99321,121.19379
周厝,24.91208+121.07684,24.91208,121.07684
陳厝,24.91221+121.07928,24.91221,121.07928
上四湖,24.91242+121.08866,24.91242,121.08866
上湖,24.91278+121.0946,24.91278,121.0946
三湖,24.91433+121.09996,24.91433,121.09996
彭厝,24.92273+121.13285,24.92273,121.13285
水門,24.98903+121.19337,24.98903,121.19337
新和公司,24.91392+121.10418,24.91392,121.10418
二湖,24.91307+121.10657,24.91307,121.10657
長坡,24.91202+121.11107,24.91202,121.11107
紅坡,24.91231+121.11518,24.91231,121.11518
頭湖,24.91113+121.12041,24.91113,121.12041
林口國宅,25.07257+121.37496,25.07257,121.37496
泉水,24.91228+121.12297,24.91228,121.12297
惠普公司,24.91314+121.12647,24.91314,121.12647
厚恒公司,24.91302+121.12872,24.91302,121.12872
嶺頭,24.91193+121.13379,24.91193,121.13379
水美新村,24.911+121.13628,24.911,121.13628
圓岡,24.90911+121.13954,24.90911,121.13954
錫褔宮,24.90658+121.14107,24.90658,121.14107
大成路,24.9085+121.14562,24.9085,121.14562
大同社區,24.85945+121.21861,24.85945,121.21861
都會族公司,24.98583+121.19355,24.98583,121.19355
六股橋,24.92118+121.05728,24.92118,121.05728
山葉機車,24.92039+121.05576,24.92039,121.05576
中國科技大學,24.9196+121.05476,24.9196,121.05476
和興新村,24.91813+121.05347,24.91813,121.05347
九股埤,24.91477+121.05157,24.91477,121.05157
上和興,24.91206+121.05054,24.91206,121.05054
愛勢橋,24.9098+121.0496,24.9098,121.0496
南通廠,24.90771+121.04832,24.90771,121.04832
城市大亨,25.01198+121.29932,25.01198,121.29932
同德七街口,25.01384+121.29396,25.01384,121.29396
中國龍社區,25.01472+121.29207,25.01472,121.29207
廣濟橋,24.98431+121.19357,24.98431,121.19357
南平路口,25.01569+121.29156,25.01569,121.29156
中國江山,25.01866+121.29032,25.01866,121.29032
日昇大道,25.02024+121.2897,25.02024,121.2897
新宙公司,24.99488+121.22037,24.99488,121.22037
青埔,25.00522+121.21502,25.00522,121.21502
寶慶安慶街口,25.01759+121.29082,25.01759,121.29082
埔子,25.00857+121.28937,25.00857,121.28937
中埔國小,25.00913+121.28739,25.00913,121.28739
星見橋,25.00994+121.28226,25.00994,121.28226
十三號坡,25.01046+121.28032,25.01046,121.28032
五權牧場,25.0278+121.23044,25.0278,121.23044
仁德新村,24.98169+121.1942,24.98169,121.1942
三和公司,25.01128+121.27761,25.01128,121.27761
上興路口,25.01942+121.26466,25.01942,121.26466
大竹消防隊,25.01882+121.26152,25.01882,121.26152
京采故鄉,25.01901+121.25708,25.01901,121.25708
大福路口,25.02067+121.25887,25.02067,121.25887
胡厝,25.02493+121.25285,25.02493,121.25285
新明路口,24.95708+121.2137,24.95708,121.2137
元化路口,24.96188+121.2231,24.96188,121.2231
和平市場,24.94837+121.22131,24.94837,121.22131
陳康國小,25.05979+121.23119,25.05979,121.23119
平鎮區公所,24.94278+121.21649,24.94278,121.21649
中華電信,24.9409+121.21893,24.9409,121.21893
平鎮高中(德育路二段),24.93879+121.21832,24.93879,121.21832
崁腳廟,25.05507+121.1966,25.05507,121.1966
關爺北路140巷,24.93329+121.2174,24.93329,121.2174
關爺北路36巷,24.93171+121.21815,24.93171,121.21815
關爺西路,24.9315+121.21679,24.9315,121.21679
台電平鎮服務所,24.92754+121.21328,24.92754,121.21328
南勢,24.91481+121.21045,24.91481,121.21045
南勢國小,24.91282+121.21059,24.91282,121.21059
平南國中,24.90927+121.21133,24.90927,121.21133
三興路,24.90743+121.21262,24.90743,121.21262
頂崁腳,25.05073+121.19843,25.05073,121.19843
莊敬公園,24.90422+121.21699,24.90422,121.21699
福德路,24.90304+121.21696,24.90304,121.21696
福林宮,24.90237+121.21699,24.90237,121.21699
福林里,24.90108+121.21551,24.90108,121.21551
山豐國小,24.90079+121.21332,24.90079,121.21332
山仔頂,24.89949+121.21075,24.89949,121.21075
居安新村,24.9598+121.21075,24.9598,121.21075
懷寧醫院(志廣路),24.96133+121.2065,24.96133,121.2065
三民,24.96512+121.20426,24.96512,121.20426
頂莊,25.04842+121.19864,25.04842,121.19864
錩新公司,24.98057+121.19263,24.98057,121.19263
內厝里,24.98531+121.18627,24.98531,121.18627
大崙農會,24.98722+121.18329,24.98722,121.18329
新剛公司,24.99041+121.17712,24.99041,121.17712
中福,24.99122+121.17506,24.99122,121.17506
井子厝,24.99215+121.1728,24.99215,121.1728
山東路口,24.99271+121.17073,24.99271,121.17073
王爺公,25.04234+121.19861,25.04234,121.19861
福山路口,24.99339+121.16866,24.99339,121.16866
忠愛莊,24.99413+121.16663,24.99413,121.16663
忠愛新村,24.99585+121.16364,24.99585,121.16364
崙坪,24.99727+121.16163,24.99727,121.16163
圓山,24.99923+121.1586,24.99923,121.1586
頂大崛,25.00322+121.15242,25.00322,121.15242
大崛,25.00477+121.14993,25.00477,121.14993
頂大同,25.00679+121.14617,25.00679,121.14617
照鏡,25.0396+121.19994,25.0396,121.19994
大同,25.00948+121.14158,25.00948,121.14158
新坡農會,25.01097+121.13933,25.01097,121.13933
新坡,25.01252+121.13685,25.01252,121.13685
觀音高中,25.01399+121.13331,25.01399,121.13331
新坡國中,25.01455+121.1331,25.01455,121.1331
高緯公司,25.00906+121.1341,25.00906,121.1341
經國麗品,25.01257+121.30772,25.01257,121.30772
環北路口,24.96547+121.22343,24.96547,121.22343
游厝,25.02891+121.24387,25.02891,121.24387
新檜溪橋,25.00718+121.31173,25.00718,121.31173
變電所,24.96695+121.22369,24.96695,121.22369
三民民生路口,25.00023+121.31129,25.00023,121.31129
六和紡織,24.9802+121.22269,24.9802,121.22269
基督學院,24.98506+121.22247,24.98506,121.22247
新宙,24.99484+121.22034,24.99484,121.22034
頂青埔,24.99992+121.21777,24.99992,121.21777
青埔社區,25.00182+121.21588,25.00182,121.21588
民生社區,25.01748+121.21797,25.01748,121.21797
三陽公司,25.02051+121.21384,25.02051,121.21384
慶皇公司,25.02374+121.21395,25.02374,121.21395
頂橫山,25.0261+121.21347,25.0261,121.21347
青埔花墅,25.03183+121.21221,25.03183,121.21221
橫山,25.03475+121.21262,25.03475,121.21262
大坡腳,25.04222+121.21181,25.04222,121.21181
下大坡腳,25.04567+121.21194,25.04567,121.21194
統帥社區,25.05002+121.20951,25.05002,121.20951
上湳子,25.05131+121.20962,25.05131,121.20962
湳子,25.05447+121.20717,25.05447,121.20717
尖山,25.05917+121.20208,25.05917,121.20208
頂南門,25.06035+121.19885,25.06035,121.19885
南門,25.06355+121.19733,25.06355,121.19733
土地改革館,24.99158+121.29826,24.99158,121.29826
中山國小,24.98982+121.28814,24.98982,121.28814
埔頂,25.03069+121.20293,25.03069,121.20293
茄苳溪,24.98583+121.28071,24.98583,121.28071
中華路,24.98238+121.27688,24.98238,121.27688
安樂新村,24.91288+121.21075,24.91288,121.21075
中壢家商,24.95251+121.22056,24.95251,121.22056
龍樹坑,25.03208+121.23161,25.03208,121.23161
自來水廠,24.92974+121.19521,24.92974,121.19521
平鎮新村,24.92542+121.18941,24.92542,121.18941
瓦窯,25.00583+121.13061,25.00583,121.13061
小大湳,24.97045+121.30148,24.97045,121.30148
大湳站(G04),24.95898+121.29935,24.95898,121.29935
麻園站(G03),24.94776+121.29754,24.94776,121.29754
更寮腳(興豐路),24.93114+121.29634,24.93114,121.29634
聯福巷,24.93064+121.29379,24.93064,121.29379
八德國中,24.92936+121.28704,24.92936,121.28704
興仁永強街口,24.97123+121.2607,24.97123,121.2607
丹鳳一,25.02857+121.42004,25.02857,121.42004
通校,24.89525+121.21124,24.89525,121.21124
湧光里集會所,24.89603+121.20795,24.89603,121.20795
湧光路292巷,24.89327+121.20558,24.89327,121.20558
自由街55巷,24.89223+121.20422,24.89223,121.20422
頂好街,24.89584+121.19999,24.89584,121.19999
三民中山路口,24.99169+121.30633,24.99169,121.30633
桃園國中,24.99502+121.30598,24.99502,121.30598
大崛橋,25.00264+121.12569,25.00264,121.12569
幸福村,24.9998+121.12209,24.9998,121.12209
下青埔,24.99818+121.12041,24.99818,121.12041
藍埔,24.99674+121.11655,24.99674,121.11655
新華路,24.99496+121.11382,24.99496,121.11382
媽祖廟,24.99371+121.11201,24.99371,121.11201
樹仔腳,24.99147+121.11051,24.99147,121.11051
平均,24.98892+121.10814,24.98892,121.10814
飛泰公司,24.98676+121.10684,24.98676,121.10684
大嶺頂,24.9851+121.10595,24.9851,121.10595
香心坡,24.98269+121.10727,24.98269,121.10727
清華高中,24.98075+121.10736,24.98075,121.10736
天主堂,24.97471+121.10642,24.97471,121.10642
百侖大飯店,24.97281+121.10607,24.97281,121.10607
新屋郵局,24.97284+121.10443,24.97284,121.10443
新屋站,24.97291+121.1025,24.97291,121.1025
許厝港路口,25.07322+121.1725,25.07322,121.1725
巴黎富邑,25.01884+121.30463,25.01884,121.30463
經國南平路口,25.02089+121.30377,25.02089,121.30377
中悅春天,25.02312+121.30276,25.02312,121.30276
經國莊敬路口,25.02515+121.30183,25.02515,121.30183
經國轉運站(幸福路口),25.02788+121.30089,25.02788,121.30089
工業南路,24.89635+121.20137,24.89635,121.20137
土地銀行,24.90028+121.20828,24.90028,121.20828
湧豐里,24.90183+121.21152,24.90183,121.21152
華夏山莊,24.90389+121.21191,24.90389,121.21191
中豐路南勢二段460巷,24.90788+121.20997,24.90788,121.20997
秀窩福德祠,24.91002+121.20656,24.91002,121.20656
漢口街,24.91012+121.20452,24.91012,121.20452
下洽溪,25.02545+121.20248,25.02545,121.20248
福田農場,24.91037+121.20261,24.91037,121.20261
長沙街口,24.91142+121.2044,24.91142,121.2044
平鎮分局,24.91373+121.20641,24.91373,121.20641
